"","paper_id","biotoxin","comm_name","sci_name_orig","sci_name","type","class","order","family","genus","species","condition"
"29",67,"Amnesic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amnesic"
"30",186,"Amnesic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amnesic"
"31",5,"Amnesic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amnesic"
"32",152,"Amnesic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amnesic"
"33",163,"Amnesic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amnesic"
"34",112,"Ciguatera","Orange-spotted grouper","Epinephelus coioides","Epinephelus coioides","fish","Actinopterygii","Perciformes","Serranidae","Epinephelus","coioides","Ciguatera"
"35",169,"Ciguatera",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciguatera"
"36",111,"Ciguatera","Spanish mackerel","Scomberomorus commerson","Scomberomorus commerson","fish","Actinopterygii","Perciformes","Scombridae","Scomberomorus","commerson","Ciguatera"
"37",111,"Ciguatera","Coral trout","Plectropomus leopardus","Plectropomus leopardus","fish","Actinopterygii","Perciformes","Serranidae","Plectropomus","leopardus","Ciguatera"
"38",24,"Ciguatera",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciguatera"
"39",43,"Ciguatera",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciguatera"
"40",96,"Ciguatera",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciguatera"
"41",135,"Ciguatera",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciguatera"
"42",132,"Ciguatera",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciguatera"
"43",81,"Diarrhetic","Anomalocardia clam","Anomalocardia flexuosa","Anomalocardia flexuosa","invert","Bivalvia","Veneroida","Veneridae","Anomalocardia","flexuosa","Diarrhetic"
"44",116,"Diarrhetic","Bay scallop","Argopecten irradians","Argopecten irradians","invert","Bivalvia","Ostreoida","Pectinidae","Argopecten","irradians","Diarrhetic"
"45",27,"Diarrhetic","Blue mussel","Mytilus edulis","Mytilus edulis","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","edulis","Diarrhetic"
"46",9,"Diarrhetic","Blue mussel","Mytilus edulis","Mytilus edulis","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","edulis","Diarrhetic"
"47",84,"Diarrhetic","Blue mussel","Mytilus edulis","Mytilus edulis","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","edulis","Diarrhetic"
"48",17,"Diarrhetic","Blue mussel","Mytilus edulis","Mytilus edulis","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","edulis","Diarrhetic"
"49",14,"Diarrhetic","Blue mussel","Mytilus edulis","Mytilus edulis","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","edulis","Diarrhetic"
"50",14,"Diarrhetic","European flat oyster","Ostrea edulis","Ostrea edulis","invert","Bivalvia","Ostreoida","Ostreidae","Ostrea","edulis","Diarrhetic"
"51",117,"Diarrhetic","Brown crab","Cancer pagurus","Cancer pagurus","invert","Malacostraca","Decapoda","Cancridae","Cancer","pagurus","Diarrhetic"
"52",13,"Diarrhetic","Brown crab","Cancer pagurus","Cancer pagurus","invert","Malacostraca","Decapoda","Cancridae","Cancer","pagurus","Diarrhetic"
"53",104,"Diarrhetic","Indian medaka","Oryzias melastigma","Oryzias melastigma","fish","Actinopterygii","Beloniformes","Adrianichthyidae","Oryzias","melastigma","Diarrhetic"
"54",97,"Diarrhetic","Mediterranean mussel","Mytilus galloprovincialis","Mytilus galloprovincialis","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","galloprovincialis","Diarrhetic"
"55",58,"Diarrhetic","Mediterranean mussel","Mytilus galloprovincialis","Mytilus galloprovincialis","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","galloprovincialis","Diarrhetic"
"56",39,"Diarrhetic","Mediterranean mussel","Mytilus galloprovincialis","Mytilus galloprovincialis","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","galloprovincialis","Diarrhetic"
"57",23,"Diarrhetic","Mediterranean mussel","Mytilus galloprovincialis","Mytilus galloprovincialis","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","galloprovincialis","Diarrhetic"
"58",128,"Diarrhetic","Mussel",NA,NA,NA,NA,NA,NA,NA,NA,"Diarrhetic"
"59",145,"Diarrhetic","Mussel",NA,NA,NA,NA,NA,NA,NA,NA,"Diarrhetic"
"60",44,"Diarrhetic","Wedge shell","Donax trunculus","Donax trunculus","invert","Bivalvia","Veneroida","Donacidae","Donax","trunculus","Diarrhetic"
"61",120,"Diarrhetic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diarrhetic"
"62",134,"Diarrhetic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diarrhetic"
"63",38,"Diarrhetic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diarrhetic"
"64",114,"Paralytic","Atlantic salmon","Salmo salar","Salmo salar","fish","Actinopterygii","Salmoniformes","Salmonidae","Salmo","salar","Paralytic"
"65",114,"Paralytic","American lobster","Homarus americanus","Homarus americanus","invert","Malacostraca","Decapoda","Nephropidae","Homarus","americanus","Paralytic"
"66",114,"Paralytic","Horse mussel","Modiolus modiolus","Modiolus modiolus","invert","Bivalvia","Mytiloida","Mytilidae","Modiolus","modiolus","Paralytic"
"67",114,"Paralytic","Blue mussel","Mytilus edulis","Mytilus edulis","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","edulis","Paralytic"
"68",45,"Paralytic","Atlantic sea scallop","Placopecten magellanicus","Placopecten magellanicus","invert","Bivalvia","Ostreoida","Pectinidae","Placopecten","magellanicus","Paralytic"
"69",29,"Paralytic","Atlantic surfclam","Spisula solidissima","Spisula solidissima","invert","Bivalvia","Veneroida","Mactridae","Spisula","solidissima","Paralytic"
"70",47,"Paralytic","Australian blacklip abalone","Haliotis rubra","Haliotis rubra","invert","Gastropoda","Patellogastropoda","Haliotidae","Haliotis","rubra","Paralytic"
"71",87,"Paralytic","Australian blacklip abalone","Haliotis rubra","Haliotis rubra","invert","Gastropoda","Patellogastropoda","Haliotidae","Haliotis","rubra","Paralytic"
"72",147,"Paralytic","Blue mussel","Mytilus edulis","Mytilus edulis","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","edulis","Paralytic"
"73",133,"Paralytic","Blue mussel","Mytilus edulis","Mytilus edulis","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","edulis","Paralytic"
"74",122,"Paralytic","Blue mussel","Mytilus edulis","Mytilus edulis","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","edulis","Paralytic"
"75",10,"Paralytic","Common octopus","Octopus vulgaris","Octopus vulgaris","invert","Cephalopoda","Octopoda","Octopodidae","Octopus","vulgaris","Paralytic"
"76",177,"Paralytic","Farrer's scallop","Chlamys farreri","Chlamys farreri","invert","Bivalvia","Ostreoida","Pectinidae","Chlamys","farreri","Paralytic"
"77",177,"Paralytic","Mediterranean mussel","Mytilus galloprovincialis","Mytilus galloprovincialis","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","galloprovincialis","Paralytic"
"78",88,"Paralytic","Farrer's scallop","Chlamys farreri","Chlamys farreri","invert","Bivalvia","Ostreoida","Pectinidae","Chlamys","farreri","Paralytic"
"79",88,"Paralytic","Mediterranean mussel","Mytilus galloprovincialis","Mytilus galloprovincialis","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","galloprovincialis","Paralytic"
"80",74,"Paralytic","Farrer's scallop","Chlamys farreri","Chlamys farreri","invert","Bivalvia","Ostreoida","Pectinidae","Chlamys","farreri","Paralytic"
"81",74,"Paralytic","Mediterranean mussel","Mytilus galloprovincialis","Mytilus galloprovincialis","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","galloprovincialis","Paralytic"
"82",46,"Paralytic","Geoduck Clam","Panopea globosa","Panopea globosa","invert","Bivalvia","Myoida","Hiatellidae","Panopea","globosa","Paralytic"
"83",36,"Paralytic","Gilthead seabream","Sparus aurata","Sparus aurata","fish","Actinopterygii","Perciformes","Sparidae","Sparus","aurata","Paralytic"
"84",12,"Paralytic","Green-lipped mussel","Perna viridis","Perna viridis","invert","Bivalvia","Mytiloida","Mytilidae","Perna","viridis","Paralytic"
"85",77,"Paralytic","Green-lipped mussel","Perna viridis","Perna viridis","invert","Bivalvia","Mytiloida","Mytilidae","Perna","viridis","Paralytic"
"86",77,"Paralytic","Black sea bream","Acanthopagrus schlegeli","Acanthopagrus schlegelii","fish","Actinopterygii","Perciformes","Sparidae","Acanthopagrus","schlegelii","Paralytic"
"87",8,"Paralytic","Grooved carpet shell","Ruditapes decussatus","Ruditapes decussatus","invert","Bivalvia","Veneroida","Veneridae","Ruditapes","decussatus","Paralytic"
"88",48,"Paralytic","Japanese scallop","Patinopecten yessoensis","Mizuhopecten yessoensis","invert","Bivalvia","Ostreoida","Pectinidae","Mizuhopecten","yessoensis","Paralytic"
"89",30,"Paralytic","Japanese scallop","Patinopecten yessoensis","Mizuhopecten yessoensis","invert","Bivalvia","Ostreoida","Pectinidae","Mizuhopecten","yessoensis","Paralytic"
"90",3,"Paralytic","Japanese scallop","Patinopecten yessoensis","Mizuhopecten yessoensis","invert","Bivalvia","Ostreoida","Pectinidae","Mizuhopecten","yessoensis","Paralytic"
"91",59,"Paralytic","Japanese scallop","Patinopecten yessoensis","Mizuhopecten yessoensis","invert","Bivalvia","Ostreoida","Pectinidae","Mizuhopecten","yessoensis","Paralytic"
"92",4,"Paralytic","Jinjiang oyster","Ostrea rivularis","Magallana rivularis",NA,NA,NA,NA,NA,NA,"Paralytic"
"93",49,"Paralytic","Jinjiang oyster","Ostrea rivularis","Magallana rivularis",NA,NA,NA,NA,NA,NA,"Paralytic"
"94",130,"Paralytic","King scallop","Pecten maximus","Pecten maximus","invert","Bivalvia","Ostreoida","Pectinidae","Pecten","maximus","Paralytic"
"95",164,"Paralytic","Korean hard-shelled mussel","Mytilus coruscus","Mytilus coruscus","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","coruscus","Paralytic"
"96",68,"Paralytic","Mediterranean mussel","Mytilus galloprovincialis","Mytilus galloprovincialis","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","galloprovincialis","Paralytic"
"97",73,"Paralytic","Mediterranean mussel","Mytilus galloprovincialis","Mytilus galloprovincialis","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","galloprovincialis","Paralytic"
"98",73,"Paralytic","Common cockle","Cerastoderma edule","Cerastoderma edule","invert","Bivalvia","Veneroida","Cardiidae","Cerastoderma","edule","Paralytic"
"99",73,"Paralytic","Grooved razor shell","Solen marginatus","Solen marginatus","invert","Bivalvia","Veneroida","Solenidae","Solen","marginatus","Paralytic"
"100",115,"Paralytic","Mussel",NA,NA,NA,NA,NA,NA,NA,NA,"Paralytic"
"101",158,"Paralytic","Noble scallop","Chlamys nobilis","Chlamys nobilis","invert","Bivalvia","Ostreoida","Pectinidae","Chlamys","nobilis","Paralytic"
"102",158,"Paralytic","Chinese spiny lobster","Panulirus stimpsoni","Panulirus stimpsoni","invert","Malacostraca","Decapoda","Palinuridae","Panulirus","stimpsoni","Paralytic"
"103",26,"Paralytic","Noble scallop","Chlamys nobilis","Chlamys nobilis","invert","Bivalvia","Ostreoida","Pectinidae","Chlamys","nobilis","Paralytic"
"104",26,"Paralytic","Green-lipped mussel","Perna viridis","Perna viridis","invert","Bivalvia","Mytiloida","Mytilidae","Perna","viridis","Paralytic"
"105",149,"Paralytic","Oyster",NA,NA,NA,NA,NA,NA,NA,NA,"Paralytic"
"106",6,"Paralytic","Oyster",NA,NA,NA,NA,NA,NA,NA,NA,"Paralytic"
"107",95,"Paralytic","Pacific oyster","Crassostrea gigas","Crassostrea gigas","invert","Bivalvia","Ostreoida","Ostreidae","Crassostrea","gigas","Paralytic"
"108",188,"Paralytic","Pacific oyster","Crassostrea gigas","Crassostrea gigas","invert","Bivalvia","Ostreoida","Ostreidae","Crassostrea","gigas","Paralytic"
"109",66,"Paralytic","Pacific oyster","Crassostrea gigas","Crassostrea gigas","invert","Bivalvia","Ostreoida","Ostreidae","Crassostrea","gigas","Paralytic"
"110",99,"Paralytic","Purple clam","Hiatula rostrata","Hiatula rostrata",NA,NA,NA,NA,NA,NA,"Paralytic"
"111",69,"Paralytic","Red drum","Sciaenops ocellatus","Sciaenops ocellatus","fish","Actinopterygii","Perciformes","Sciaenidae","Sciaenops","ocellatus","Paralytic"
"112",64,"Paralytic","Southern rock lobster","Jasus edwardsii","Jasus edwardsii","invert","Malacostraca","Decapoda","Palinuridae","Jasus","edwardsii","Paralytic"
"113",37,"Paralytic","Southern rock lobster","Jasus edwardsii","Jasus edwardsii","invert","Malacostraca","Decapoda","Palinuridae","Jasus","edwardsii","Paralytic"
"114",28,"Paralytic","Southern rock lobster","Jasus edwardsii","Jasus edwardsii","invert","Malacostraca","Decapoda","Palinuridae","Jasus","edwardsii","Paralytic"
"115",65,"Paralytic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paralytic"
"116",105,"Paralytic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paralytic"
"117",7,"Paralytic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paralytic"
"118",25,"Paralytic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paralytic"
"119",34,"Paralytic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paralytic"
"120",21,"Paralytic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paralytic"
"121",126,"Paralytic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paralytic"
"122",148,"Paralytic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paralytic"
"123",16,"Paralytic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paralytic"
"124",85,"Paralytic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paralytic"
"125",119,"Paralytic","Noble scallop","Chlamys nobilis","Chlamys nobilis","invert","Bivalvia","Ostreoida","Pectinidae","Chlamys","nobilis","Paralytic"
"126",119,"Paralytic","Green-lipped mussel","Perna viridis","Perna viridis","invert","Bivalvia","Mytiloida","Mytilidae","Perna","viridis","Paralytic"
"127",83,"Paralytic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paralytic"
"128",42,"Paralytic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paralytic"
"129",127,"Paralytic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paralytic"
"130",123,"Paralytic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paralytic"
"131",124,"Paralytic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paralytic"
"132",94,"Paralytic","Pacific oyster","Crassostrea gigas","Crassostrea gigas","invert","Bivalvia","Ostreoida","Ostreidae","Crassostrea","gigas","Paralytic"
"133",82,"Paralytic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paralytic"
"134",11,"Paralytic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paralytic"
"135",144,"Paralytic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paralytic"
"136",108,"Paralytic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paralytic"
"137",190,"Microcystin","Asian clam","Corbicula fluminea","Corbicula fluminea","invert","Bivalvia","Veneroida","Corbiculidae","Corbicula","fluminea","Microcystin"
"138",98,"Nodularin","Blue mussel","Mytilus edulis","Mytilus edulis","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","edulis","Nodularin"
"139",62,"Diarrhetic","Blue mussel","Mytilus edulis","Mytilus edulis","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","edulis","Diarrhetic"
"140",78,"Nodularin","Blue mussel","Mytilus edulis","Mytilus edulis","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","edulis","Nodularin"
"141",118,"Yessotoxin","Blue mussel","Mytilus edulis","Mytilus edulis","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","edulis","Yessotoxin"
"142",109,NA,"Blue mussel","Mytilus edulis","Mytilus edulis","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","edulis",NA
"143",109,NA,"European flounder","Platichthys flesus","Platichthys flesus","fish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Platichthys","flesus",NA
"144",15,"Pectenotoxin","Brown crab","Cancer pagurus","Cancer pagurus","invert","Malacostraca","Decapoda","Cancridae","Cancer","pagurus","Pectenotoxin"
"145",90,"Pectenotoxin","Brown crab","Cancer pagurus","Cancer pagurus","invert","Malacostraca","Decapoda","Cancridae","Cancer","pagurus","Pectenotoxin"
"146",146,"Gymnodimine","Clam",NA,NA,NA,NA,NA,NA,NA,NA,"Gymnodimine"
"147",170,"Brevetoxin","Eastern oyster","Crassostrea virginica","Crassostrea virginica","invert","Bivalvia","Ostreoida","Ostreidae","Crassostrea","virginica","Brevetoxin"
"148",41,"Microcystin, Vibrio","Eastern oyster","Crassostrea virginica","Crassostrea virginica","invert","Bivalvia","Ostreoida","Ostreidae","Crassostrea","virginica","Microcystin, Vibrio"
"149",102,"Brevetoxin","Eastern oyster","Crassostrea virginica","Crassostrea virginica","invert","Bivalvia","Ostreoida","Ostreidae","Crassostrea","virginica","Brevetoxin"
"150",102,"Brevetoxin","Northern quahog","Mercenaria mercenaria","Mercenaria mercenaria","invert","Bivalvia","Veneroida","Veneridae","Mercenaria","mercenaria","Brevetoxin"
"151",137,"Nodularin","European flounder","Platichthys flesus","Platichthys flesus","fish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Platichthys","flesus","Nodularin"
"152",137,"Nodularin","Blue mussel","Mytilus edulis","Mytilus edulis","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","edulis","Nodularin"
"153",137,"Nodularin","Zebra mussel","Dreissena polymorpha","Dreissena polymorpha","invert","Bivalvia","Veneroida","Dreissenidae","Dreissena","polymorpha","Nodularin"
"154",137,"Nodularin","Baltic macoma clam","Macoma balthica","Macoma balthica","invert","Bivalvia","Veneroida","Tellinidae","Macoma","balthica","Nodularin"
"155",156,"Homoanatoxin","Giant clam","Tridacna maxima","Tridacna maxima","invert","Bivalvia","Veneroida","Cardiidae","Tridacna","maxima","Homoanatoxin"
"156",189,"Microcystin","Giant freshwater prawn","Macrobrachium rosenbergii","Macrobrachium rosenbergii","invert","Malacostraca","Decapoda","Palaemonidae","Macrobrachium","rosenbergii","Microcystin"
"157",101,NA,"Green-lipped mussel","Perna canaliculus","Perna canaliculus","invert","Bivalvia","Mytiloida","Mytilidae","Perna","canaliculus",NA
"158",191,"Paralytic","Green-lipped mussel","Perna viridis","Perna viridis","invert","Bivalvia","Mytiloida","Mytilidae","Perna","viridis","Paralytic"
"159",139,"Brevetoxin","Green-lipped mussel","Perna viridis","Perna viridis","invert","Bivalvia","Mytiloida","Mytilidae","Perna","viridis","Brevetoxin"
"160",141,"Gymnodimine","Grooved carpet shell","Ruditapes decussatus","Ruditapes decussatus","invert","Bivalvia","Veneroida","Veneridae","Ruditapes","decussatus","Gymnodimine"
"161",129,"Brevetoxin","Hard clam","Mercenaria campechiensis","Mercenaria campechiensis","invert","Bivalvia","Veneroida","Veneridae","Mercenaria","campechiensis","Brevetoxin"
"162",110,"Diarrhetic","Mediterranean mussel","Mytilus galloprovincialis","Mytilus galloprovincialis","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","galloprovincialis","Diarrhetic"
"163",92,NA,"Mediterranean mussel","Mytilus galloprovincialis","Mytilus galloprovincialis","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","galloprovincialis",NA
"164",61,"Microcystin","Mediterranean mussel","Mytilus galloprovincialis","Mytilus galloprovincialis","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","galloprovincialis","Microcystin"
"165",86,NA,"Mediterranean mussel","Mytilus galloprovincialis","Mytilus galloprovincialis","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","galloprovincialis",NA
"166",18,"Microcystin","Mediterranean mussel","Mytilus galloprovincialis","Mytilus galloprovincialis","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","galloprovincialis","Microcystin"
"167",57,"Yessotoxin","Blue mussel","Mytilus edulis","Mytilus edulis","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","edulis","Yessotoxin"
"168",57,"Yessotoxin","Pacific oyster","Crassostrea gigas","Crassostrea gigas","invert","Bivalvia","Ostreoida","Ostreidae","Crassostrea","gigas","Yessotoxin"
"169",136,"Microcystin","Mussel",NA,NA,NA,NA,NA,NA,NA,NA,"Microcystin"
"170",80,NA,"Mussel",NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",143,"Microcystin","Mysid crustacean","Neomysis awatschensi","Neomysis awatschensis","invert","Malacostraca","Mysida","Mysidae","Neomysis","awatschensis","Microcystin"
"172",32,NA,"Nile tilapia","Oreochromis niloticus","Oreochromis niloticus","fish","Actinopterygii","Perciformes","Cichlidae","Oreochromis","niloticus",NA
"173",172,NA,"Northern leopard frog","Lithobates pipiens","Lithobates pipiens",NA,NA,NA,NA,NA,NA,NA
"174",154,NA,"Oyster",NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",54,"Microcystin","Pacific blue mussel","Mytilus trossulus","Mytilus trossulus","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","trossulus","Microcystin"
"176",176,"Tetrodotoxin","Pacific oyster","Crassostrea gigas","Crassostrea gigas","invert","Bivalvia","Ostreoida","Ostreidae","Crassostrea","gigas","Tetrodotoxin"
"177",150,NA,"Pacific oyster","Crassostrea gigas","Crassostrea gigas","invert","Bivalvia","Ostreoida","Ostreidae","Crassostrea","gigas",NA
"178",138,"Microcystin","Pacific oyster","Crassostrea gigas","Crassostrea gigas","invert","Bivalvia","Ostreoida","Ostreidae","Crassostrea","gigas","Microcystin"
"179",138,"Microcystin","Blue mussel","Mytilus edulis","Mytilus edulis","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","edulis","Microcystin"
"180",125,"Microcystin","Pacific oyster","Crassostrea gigas","Crassostrea gigas","invert","Bivalvia","Ostreoida","Ostreidae","Crassostrea","gigas","Microcystin"
"181",125,"Microcystin","Blue mussel","Mytilus edulis","Mytilus edulis","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","edulis","Microcystin"
"182",2,NA,"Purple-hinged rock scallop","Crassadoma gigantea","Crassadoma gigantea","invert","Bivalvia","Ostreoida","Pectinidae","Crassadoma","gigantea",NA
"183",63,"Tetrodotoxin","Pipi clam","Paphies australis","Paphies australis","invert","Bivalvia","Veneroida","Mesodesmatidae","Paphies","australis","Tetrodotoxin"
"184",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",168,"Microcystin",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Microcystin"
"186",183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",157,"Brevetoxin","Atlantic menhaden","Brevoortia tyrannus","Brevoortia tyrannus","fish","Actinopterygii","Clupeiformes","Clupeidae","Brevoortia","tyrannus","Brevetoxin"
"188",157,"Brevetoxin","Striped mullet","Mugil cephalus","Mugil cephalus","fish","Actinopterygii","Mugiliformes","Mugilidae","Mugil","cephalus","Brevetoxin"
"189",103,"Diarrhetic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diarrhetic"
"190",180,"Vibrio",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vibrio"
"191",89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
